species_code,site_code,id,x,y,genus,species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,bio28,bio29,bio30,bio31,bio32,bio33,bio34,bio35,min.minT,max.maxT,aet,pet,aet.pet.ratio,not.hot.precip
PIED,NV503,3237,-118.67,38.22,Pinus,edulis,5.25475502,15.8728199,0.449939191,0.023643799,24.87100029,-10.40670013,35.27769852,-2.646960974,11.63381958,14.16265011,-2.666192055,275,8.676400185,3.129869938,0.329434395,102.0786972,49.34085846,51.13183975,101.9861984,164.7951965,270.3999939,70.96769714,0.41521439,82.37283325,204.912796,249.332901,85.48819733,0.388091296,0.624172986,0.227810994,0.358410597,0.588517785,0.241386205,0.243066102,0.569877923,-105,250,23.29359813,958,0.024314821,223.8681602
PIED,NV505,3219,-114.17,38.88,Pinus,edulis,3.970556974,16.10482979,0.425759792,0.026266189,25.11940002,-12.70670033,37.8260994,-1.984053969,10.76091003,13.93587971,-4.487990856,488,12.70400047,6.7729702,0.122935697,140.6564941,108.0905991,114.4252014,126.1364975,157.2057037,250.5440063,70.17970276,0.401330501,133.8448029,233.0267944,233.4004974,83.76262665,0.567337394,0.853896022,0.334908992,0.30759269,0.795978129,0.357400805,0.357400805,0.710451782,-128,253,20.13391928,997,0.020194503,373.5747986
ABCO,NV506,3041,-115.17,36.67,Abies,concolor,11.77735043,15.25306034,0.419128805,0.025973249,31.7322998,-4.659999847,36.39229965,3.620160103,15.97819042,21.67962074,2.861198902,263,6.93171978,1.87827003,0.283038288,84.17198944,42.48648834,68.45113373,79.43605804,175.3468018,270.8059998,83.96769714,0.370286793,114.1128998,241.2696991,249.9082031,95.48052216,0.313774407,0.456661999,0.167751998,0.301990211,0.443767011,0.207967594,0.219998702,0.425311804,-47,319,15.076454,1387,0.01086983,194.5488663
PIMO,NV507,5116,-114.92,39.38,Pinus,monophylla,6.364103794,17.19285965,0.42188701,0.02790357,28.7322998,-12.02000046,40.75230026,6.450828075,-2.86490798,16.82397079,-3.199459076,300,7.509459972,4.960410118,0.123225503,88.5858078,65.98500824,72.02828217,66.27339935,153.8896942,251.0310059,67.26450348,0.411772996,180.3186951,74.54051208,231.8845978,77.67707825,0.368941605,0.46114701,0.234485999,0.213160202,0.455103815,0.257450014,0.259379387,0.440298498,-121,289,20.60406538,1086,0.018972436,227.9717178
PIMO,NV508,5118,-114.58,39.42,Pinus,monophylla,4.604435921,16.42392921,0.422872096,0.02681081,26.2322998,-12.60669994,38.8390007,2.136451006,14.74188995,14.74188995,-4.223966122,414,9.928389549,7.157670021,0.090109527,118.229599,96.49076843,96.49076843,102.5341034,153.5117035,249.6529999,66.94940186,0.411368191,162.8932037,230.9485016,230.9485016,80.36540985,0.483605891,0.680788994,0.297008991,0.26761651,0.646094382,0.319007814,0.320357293,0.596861124,-127,264,20.73907696,1068,0.019418611,317.5092316
PIMO,NV509,5115,-114.72,39.37,Pinus,monophylla,6.810022831,17.00201988,0.421205014,0.027813191,29.14520073,-11.22000027,40.36520004,7.856284142,-2.312634945,17.31841087,-2.633469105,292,7.292180061,4.61342001,0.137714595,86.98381805,60.99140167,73.00514984,61.33356094,153.5756989,249.5980072,67.25930023,0.409819812,188.8287048,74.63445282,230.8110962,77.79850006,0.360171705,0.448679,0.235440999,0.202639595,0.439829111,0.256234914,0.257903606,0.422376007,-113,293,20.67157117,1165,0.017743838,218.9948502
PILO,NV510,3347,-115.7,36.27,Pinus,longaeva,9.158086777,14.03577995,0.415354311,0.02468913,27.93230057,-5.860000134,33.79230118,1.189515948,12.84199047,18.5966301,0.953041613,343,9.479000092,2.118050098,0.342493802,119.8150024,49.57870865,84.29527283,117.8883972,176.8392029,269.8710022,86.96769714,0.359901011,110.8535995,241.6470032,249.7021027,101.5740967,0.404325187,0.637432992,0.203477994,0.351298898,0.608091772,0.255650908,0.272890389,0.578008711,-59,281,13.42845053,1346,0.009976561,258.7047272
PIFL,NV511,3383,-116.95,38.78,Pinus,flexilis,3.698241949,15.55755043,0.43637979,0.024266681,23.75810051,-11.89330006,35.65140152,-3.174925089,6.480356216,12.87112045,-4.152600765,341,7.850540161,5.372230053,0.095165387,95.46327209,77.43930054,81.50411224,90.84628296,160.5549927,261.8819885,70.79199982,0.409704208,111.835701,155.5032959,241.8672028,84.48932648,0.437623709,0.597540021,0.294575989,0.239403099,0.574209988,0.310880691,0.312159091,0.540624917,-120,239,18.76361401,695,0.026998006,259.4958878
PILO,NV512,3395,-115.53,40.23,Pinus,longaeva,5.696963787,15.47836971,0.402543813,0.027258409,27.35810089,-11.09329987,38.45140076,3.381766081,15.29590034,15.97583961,-3.448259115,418,10.16709995,4.740650177,0.213156,125.1414032,71.35504913,74.97241211,118.6498032,151.7041931,256.9599915,62.582901,0.436327606,159.3731995,218.4524994,234.8580933,75.75318909,0.5090065,0.753033996,0.242684007,0.368066996,0.737517118,0.269869894,0.280058891,0.703491926,-112,275,22.05252457,964,0.022876063,343.0275879
PILO,NV513,3384,-114.32,38.9,Pinus,longaeva,3.970556974,16.10482979,0.425759792,0.026266189,25.11940002,-12.70670033,37.8260994,-1.984053969,10.76091003,13.93587971,-4.487990856,488,12.70400047,6.7729702,0.122935697,140.6564941,108.0905991,114.4252014,126.1364975,157.2057037,250.5440063,70.17970276,0.401330501,133.8448029,233.0267944,233.4004974,83.76262665,0.567337394,0.853896022,0.334908992,0.30759269,0.795978129,0.357400805,0.357400805,0.710451782,-128,253,20.13391928,997,0.020194503,373.5747986
PILO,NV514,3411,-114.82,40.55,Pinus,longaeva,5.673058033,15.97898006,0.402715296,0.02807208,27.85810089,-11.81999969,39.67810059,4.734652042,15.42914009,16.1699791,-3.910356045,358,8.903309822,4.678890228,0.169656098,106.7584991,67.65274048,71.26074982,94.64032745,149.0218964,253.923996,59.50450134,0.444417387,166.0162048,215.4212952,231.9508972,70.02773285,0.439587086,0.61610198,0.235357001,0.309541196,0.603963017,0.259927005,0.269239992,0.573463202,-119,280,18.52413198,1088,0.017025857,286.7392502
PILO,NV515,3370,-115.43,39.08,Pinus,longaeva,5.116268158,16.68123055,0.426345289,0.02673061,26.51939964,-12.60669994,39.12609863,2.990349054,5.480370045,15.09123993,-3.938086987,358.0000916,8.079759598,6.255300045,0.082995713,101.5182037,83.35655212,85.46073914,87.98474884,157.3444977,255.673996,69.67420197,0.408902287,166.6078033,131.7698059,236.4862976,82.82653809,0.42386961,0.559562027,0.278032005,0.232939497,0.543586612,0.296027392,0.297118515,0.521316886,-127,267,19.63655958,1004,0.019558326,272.5393524
PILO,NV516,3367,-114.23,38.93,Pinus,longaeva,3.970556974,16.10482979,0.425759792,0.026266189,25.11940002,-12.70670033,37.8260994,-1.984053969,10.76091003,13.93587971,-4.487990856,488,12.70400047,6.7729702,0.122935697,140.6564941,108.0905991,114.4252014,126.1364975,157.2057037,250.5440063,70.17970276,0.401330501,133.8448029,233.0267944,233.4004974,83.76262665,0.567337394,0.853896022,0.334908992,0.30759269,0.795978129,0.357400805,0.357400805,0.710451782,-128,253,20.13391928,997,0.020194503,373.5747986
PILO,NV517,3410,-115.7,36.32,Pinus,longaeva,9.158086777,14.03577995,0.415354311,0.02468913,27.93230057,-5.860000134,33.79230118,1.189515948,12.84199047,18.5966301,0.953041613,343,9.479000092,2.118050098,0.342493802,119.8150024,49.57870865,84.29527283,117.8883972,176.8392029,269.8710022,86.96769714,0.359901011,110.8535995,241.6470032,249.7021027,101.5740967,0.404325187,0.637432992,0.203477994,0.351298898,0.608091772,0.255650908,0.272890389,0.578008711,-59,281,13.42845053,1346,0.009976561,258.7047272
JUOC,NV518,3952,-118.43,41.3,Juniperus,occidentalis,7.619128227,16.63335991,0.422120214,0.027027121,30.17099953,-9.233329773,39.40433121,-1.120390058,17.09473991,17.87355042,-1.602668047,269,7.159900188,2.458659887,0.259587795,86.96687317,42.03282928,46.51330185,83.16699982,152.6923065,273.8450012,56.99869919,0.476289809,64.52287292,228.4732971,246.2597961,67.61036682,0.35315001,0.537118971,0.170845002,0.354398787,0.513894916,0.192665905,0.204857096,0.510096788,-93,303,17.98897567,1218,0.014769274,222.4866982
PIFL,NV519,3711,-118.33,37.87,Pinus,flexilis,6.46834898,16.03018951,0.442922413,0.024434371,26.54520035,-9.646670341,36.19187164,-1.67484498,10.08498001,15.73875999,-1.692152023,227,6.634850025,2.696180105,0.248581201,77.40692139,45.51604843,48.81758118,77.16812134,165.5818024,266.4249878,73.51599884,0.401907086,88.04180908,227.0274963,246.9181976,84.93395996,0.33070901,0.493851006,0.213222995,0.294933796,0.468994498,0.225237802,0.225237802,0.451110989,-97,267,19.55034001,1154,0.016941369,178.1824188
PILO,NV520,8539,-114.32,38.92,Pinus,longaeva,3.970556974,16.10482979,0.425759792,0.026266189,25.11940002,-12.70670033,37.8260994,-1.984053969,10.76091003,13.93587971,-4.487990856,488,12.70400047,6.7729702,0.122935697,140.6564941,108.0905991,114.4252014,126.1364975,157.2057037,250.5440063,70.17970276,0.401330501,133.8448029,233.0267944,233.4004974,83.76262665,0.567337394,0.853896022,0.334908992,0.30759269,0.795978129,0.357400805,0.357400805,0.710451782,-128,253,20.13391928,997,0.020194503,373.5747986
PILO,NV521,8541,-115.53,40.23,Pinus,longaeva,5.696963787,15.47836971,0.402543813,0.027258409,27.35810089,-11.09329987,38.45140076,3.381766081,15.29590034,15.97583961,-3.448259115,418,10.16709995,4.740650177,0.213156,125.1414032,71.35504913,74.97241211,118.6498032,151.7041931,256.9599915,62.582901,0.436327606,159.3731995,218.4524994,234.8580933,75.75318909,0.5090065,0.753033996,0.242684007,0.368066996,0.737517118,0.269869894,0.280058891,0.703491926,-112,275,22.05252457,964,0.022876063,343.0275879
PIST,NY,5065,-74.6,43.8,Pinus,strobus,4.068655968,11.85661983,0.304090708,0.033665851,22.95809937,-16.03230095,38.99039841,13.94069958,-6.475092888,15.4134798,-8.429145813,1259,28.52470016,18.20610046,0.107651196,348.5737,266.8819885,340.3962097,274.678009,122.1271973,199.878006,42.95000076,0.451565802,158.4161072,89.55220032,186.3547058,65.10373688,1.080760956,1.175843,0.956637979,0.054798398,1.150820017,0.995177805,1.003389955,1.118651032,-161,231,40.13141632,841,0.047718688,918.6037903
TSCA,NY001,2953,-73.78,44.13,Tsuga,canadensis,4.202124119,11.59158039,0.296141803,0.03396995,23.31940079,-15.82260036,39.14199829,15.53707981,-7.717556,15.7641201,-8.356834412,1130,28.19459915,15.43089962,0.152307704,331.4182129,221.8531036,329.1520996,225.2344055,121.7138977,198.4120026,43.85129929,0.448101401,176.3556061,76.57142639,185.1253052,65.50752258,1.052214026,1.141525984,0.914144993,0.05401016,1.11274302,0.96773082,0.97788918,1.081158996,-159,235,40.7941623,672,0.060705599,800.8479004
QUAL,NY002,2966,-74.08,41.42,Quercus,alba,9.695709229,11.33285046,0.3083902,0.031238791,28.34519958,-8.403229713,36.74842834,16.70731926,-1.909620047,20.75481987,-1.941926956,1156,24.56570053,17.52249908,0.085799292,308.7189026,251.0780029,304.8464966,252.6228027,133.0319977,205.6419983,55.19729996,0.395701587,192.5348969,76.85106659,193.7521973,72.47222137,0.969634175,1.117573977,0.689324975,0.149760306,1.101657033,0.74467361,0.74924773,1.088724017,-85,285,45.02831545,1012,0.044494383,851.1535034
QUPR,NY003,2999,-74.18,41.77,Quercus,prinus,8.838317871,11.34700966,0.306115091,0.031675272,27.44519997,-9.622579575,37.06777954,15.97439957,-2.700371981,19.96869087,-2.968384981,1171,26.36879921,18.21640015,0.088348597,322.3442993,258.5256958,307.0945129,261.5349121,129.8887939,202.6000061,52.79999924,0.404482514,189.3049927,79.15757751,190.7733002,69.70758057,0.991800725,1.124603987,0.738949001,0.129379705,1.110504031,0.792120218,0.801260471,1.098469973,-97,276,44.25457896,951,0.046534783,863.9054871
TSCA,NY004,3000,-74.18,41.77,Tsuga,canadensis,8.838317871,11.34700966,0.306115091,0.031675272,27.44519997,-9.622579575,37.06777954,15.97439957,-2.700371981,19.96869087,-2.968384981,1171,26.36879921,18.21640015,0.088348597,322.3442993,258.5256958,307.0945129,261.5349121,129.8887939,202.6000061,52.79999924,0.404482514,189.3049927,79.15757751,190.7733002,69.70758057,0.991800725,1.124603987,0.738949001,0.129379705,1.110504031,0.792120218,0.801260471,1.098469973,-97,276,44.25457896,951,0.046534783,863.9054871
TSCA,NY006,3001,-74.18,41.77,Tsuga,canadensis,8.838317871,11.34700966,0.306115091,0.031675272,27.44519997,-9.622579575,37.06777954,15.97439957,-2.700371981,19.96869087,-2.968384981,1171,26.36879921,18.21640015,0.088348597,322.3442993,258.5256958,307.0945129,261.5349121,129.8887939,202.6000061,52.79999924,0.404482514,189.3049927,79.15757751,190.7733002,69.70758057,0.991800725,1.124603987,0.738949001,0.129379705,1.110504031,0.792120218,0.801260471,1.098469973,-97,276,44.25457896,951,0.046534783,863.9054871
TSCA,NY008,3010,-73.8,43.55,Tsuga,canadensis,6.531682968,12.20223999,0.303440988,0.033932701,26.21940041,-13.99349976,40.21289825,17.95550919,-5.90676403,18.17822075,-6.183557987,1058,25.22509956,15.20639992,0.121561699,292.97229,218.3858032,292.0656128,221.8148956,122.7739029,198.4279938,45.10469818,0.439411014,176.9082947,72.11762238,185.4487,62.49345016,0.978945613,1.118427992,0.686932027,0.131269693,1.093090057,0.778199673,0.778199673,1.073431015,-141,264,40.95392794,924,0.044322433,765.9343872
PCRU,NY009,3021,-73.75,44.13,Picea,rubens,4.202124119,11.59158039,0.296141803,0.03396995,23.31940079,-15.82260036,39.14199829,15.53707981,-7.717556,15.7641201,-8.356834412,1130,28.19459915,15.43089962,0.152307704,331.4182129,221.8531036,329.1520996,225.2344055,121.7138977,198.4120026,43.85129929,0.448101401,176.3556061,76.57142639,185.1253052,65.50752258,1.052214026,1.141525984,0.914144993,0.05401016,1.11274302,0.96773082,0.97788918,1.081158996,-159,235,40.7941623,672,0.060705599,800.8479004
TSCA,NY010,3022,-73.75,44.13,Tsuga,canadensis,4.202124119,11.59158039,0.296141803,0.03396995,23.31940079,-15.82260036,39.14199829,15.53707981,-7.717556,15.7641201,-8.356834412,1130,28.19459915,15.43089962,0.152307704,331.4182129,221.8531036,329.1520996,225.2344055,121.7138977,198.4120026,43.85129929,0.448101401,176.3556061,76.57142639,185.1253052,65.50752258,1.052214026,1.141525984,0.914144993,0.05401016,1.11274302,0.96773082,0.97788918,1.081158996,-159,235,40.7941623,672,0.060705599,800.8479004
TSCA,NY011,3023,-74.17,41.77,Tsuga,canadensis,8.838317871,11.34700966,0.306115091,0.031675272,27.44519997,-9.622579575,37.06777954,15.97439957,-2.700371981,19.96869087,-2.968384981,1171,26.36879921,18.21640015,0.088348597,322.3442993,258.5256958,307.0945129,261.5349121,129.8887939,202.6000061,52.79999924,0.404482514,189.3049927,79.15757751,190.7733002,69.70758057,0.991800725,1.124603987,0.738949001,0.129379705,1.110504031,0.792120218,0.801260471,1.098469973,-97,276,44.25457896,951,0.046534783,863.9054871
TSCA,NY012,3031,-74.18,41.77,Tsuga,canadensis,8.838317871,11.34700966,0.306115091,0.031675272,27.44519997,-9.622579575,37.06777954,15.97439957,-2.700371981,19.96869087,-2.968384981,1171,26.36879921,18.21640015,0.088348597,322.3442993,258.5256958,307.0945129,261.5349121,129.8887939,202.6000061,52.79999924,0.404482514,189.3049927,79.15757751,190.7733002,69.70758057,0.991800725,1.124603987,0.738949001,0.129379705,1.110504031,0.792120218,0.801260471,1.098469973,-97,276,44.25457896,951,0.046534783,863.9054871
PIST,NY013,3038,-73.9,44.33,Pinus,strobus,3.889719963,11.66660976,0.298058689,0.03401627,23.01939964,-16.12260056,39.14199829,14.86958981,-7.455705166,15.43171024,-8.679472923,1096,27.96839905,14.73820019,0.165607303,329.6246033,212.6042938,326.2192078,216.1779022,121.8238983,199.3300018,43.44670105,0.451818287,171.2655029,82.67626953,185.8921051,65.18417358,1.046514988,1.131018043,0.915597975,0.052974701,1.104684949,0.963340104,0.975611091,1.074877977,-162,232,40.14549332,819,0.049017696,769.7807922
PIST,NY014,3039,-73.88,44.33,Pinus,strobus,3.889719963,11.66660976,0.298058689,0.03401627,23.01939964,-16.12260056,39.14199829,14.86958981,-7.455705166,15.43171024,-8.679472923,1096,27.96839905,14.73820019,0.165607303,329.6246033,212.6042938,326.2192078,216.1779022,121.8238983,199.3300018,43.44670105,0.451818287,171.2655029,82.67626953,185.8921051,65.18417358,1.046514988,1.131018043,0.915597975,0.052974701,1.104684949,0.963340104,0.975611091,1.074877977,-162,232,40.14549332,819,0.049017696,769.7807922
JUVI,NY015,12714,-74.2833,42.5833,Juniperus,virginiana,6.619794846,11.27089977,0.299141407,0.032520931,25.34519958,-12.33230019,37.67750168,15.6926899,-5.236414909,17.87051964,-5.461863995,1055,23.7220993,14.74919987,0.123482801,298.1109009,215.7104034,291.2189941,217.6385956,124.3977966,197.4660034,47.55730057,0.423424304,189.1699066,74.42056274,185.4190063,64.93636322,0.998196125,1.115229964,0.780034006,0.102081701,1.090057969,0.838195384,0.844355226,1.071645975,-124,255,44.24499421,921,0.048040167,763.7810059
QUAL,NY016,13955,-73.39,43.09,Quercus,alba,7.714011192,12.64002991,0.313447803,0.033526558,27.7322998,-12.59350014,40.32580185,19.32040024,-4.587532997,19.32040024,-4.883430004,1005,24.73259926,13.12779999,0.153774694,290.7257996,196.3489075,290.7257996,199.8343048,124.0910034,196.9080048,47.96070099,0.421736211,184.7695007,74.63730621,184.7695007,65.20336151,0.932717979,1.090903997,0.626663983,0.156566605,1.070817947,0.711460888,0.712566316,1.05299902,-127,279,41.88851272,959,0.043679367,714.2742004
QUPR,NY017,13956,-73.39,43.09,Quercus,prinus,7.714011192,12.64002991,0.313447803,0.033526558,27.7322998,-12.59350014,40.32580185,19.32040024,-4.587532997,19.32040024,-4.883430004,1005,24.73259926,13.12779999,0.153774694,290.7257996,196.3489075,290.7257996,199.8343048,124.0910034,196.9080048,47.96070099,0.421736211,184.7695007,74.63730621,184.7695007,65.20336151,0.932717979,1.090903997,0.626663983,0.156566605,1.070817947,0.711460888,0.712566316,1.05299902,-127,279,41.88851272,959,0.043679367,714.2742004
QUST,NY019,13958,-73.8,40.96,Quercus,stellata,11.43850994,9.722455025,0.286008596,0.029711081,28.77099991,-5.222579956,33.99357986,10.80047035,0.430991888,22.16214943,0.42849189,1157,24.56480026,18.45249939,0.07202816,308.8504944,265.8158875,294.5026855,266.6463013,139.7333069,213.0670013,59.59329987,0.383952886,169.3294983,82.13079071,197.6591949,77.59002686,0.973445773,1.120216012,0.692911029,0.150240198,1.105798006,0.748102784,0.748102784,1.096668005,-53,289,59.66093022,968,0.061633192,862.4973145
QUVE,NY020,13959,-73.64,43.7,Quercus,velutina,6.011025906,12.06068993,0.3006199,0.034061462,25.7064991,-14.41289997,40.11940002,17.10495949,-6.005212784,17.69074059,-6.70765686,1061,26.35460091,14.74129963,0.144104093,305.247406,210.9147034,302.9612122,215.5852966,122.5752029,198.423996,44.90869904,0.440645397,171.2012024,77.7177887,185.3430023,62.26305008,0.994439125,1.120378017,0.733626008,0.111463897,1.092718005,0.821517527,0.821576297,1.070180058,-145,259,41.12522424,872,0.047161954,758.0387878
QUAL,NY022,13961,-74.02,42.98,Quercus,alba,7.659230232,11.64770985,0.2991786,0.03324604,27.11940002,-11.81289959,38.93230057,15.16998959,-4.497643948,19.23332977,-4.745785236,1034,22.81870079,14.75150013,0.107990697,285.825592,218.2127991,280.2842102,220.1528015,123.8058014,197.4600067,46.77799988,0.427885205,184.235199,73.72650146,185.2559052,64.22350311,0.956540227,1.101935029,0.662486017,0.149647906,1.086120009,0.735113204,0.742114484,1.071709991,-119,273,42.88301503,955,0.044903681,753.7157898
QUVE,NY026,13965,-74.31,42.04,Quercus,velutina,6.630309105,10.84407997,0.297098011,0.031761911,24.65810013,-11.84189987,36.5,13.68237972,-4.953538895,17.60174942,-5.184179783,1225,27.3178997,18.90609932,0.090934448,335.3035889,266.946106,319.9737854,270.7542114,126.4394989,198.2299957,50.45600128,0.409755409,185.3081055,76.81655121,186.2687073,67.41078186,1.056787014,1.153136969,0.895116985,0.069338083,1.129596949,0.94556582,0.94556582,1.112000942,-119,248,44.38695745,900,0.049318842,905.0262146
TSCA,NY027,13966,-74.18,41.77,Tsuga,canadensis,8.838317871,11.34700966,0.306115091,0.031675272,27.44519997,-9.622579575,37.06777954,15.97439957,-2.700371981,19.96869087,-2.968384981,1171,26.36879921,18.21640015,0.088348597,322.3442993,258.5256958,307.0945129,261.5349121,129.8887939,202.6000061,52.79999924,0.404482514,189.3049927,79.15757751,190.7733002,69.70758057,0.991800725,1.124603987,0.738949001,0.129379705,1.110504031,0.792120218,0.801260471,1.098469973,-97,276,44.25457896,951,0.046534783,863.9054871
TSCA,NY028,13967,-74.17,41.77,Tsuga,canadensis,8.838317871,11.34700966,0.306115091,0.031675272,27.44519997,-9.622579575,37.06777954,15.97439957,-2.700371981,19.96869087,-2.968384981,1171,26.36879921,18.21640015,0.088348597,322.3442993,258.5256958,307.0945129,261.5349121,129.8887939,202.6000061,52.79999924,0.404482514,189.3049927,79.15757751,190.7733002,69.70758057,0.991800725,1.124603987,0.738949001,0.129379705,1.110504031,0.792120218,0.801260471,1.098469973,-97,276,44.25457896,951,0.046534783,863.9054871
TSCA,NY029,13968,-74.18,41.77,Tsuga,canadensis,8.838317871,11.34700966,0.306115091,0.031675272,27.44519997,-9.622579575,37.06777954,15.97439957,-2.700371981,19.96869087,-2.968384981,1171,26.36879921,18.21640015,0.088348597,322.3442993,258.5256958,307.0945129,261.5349121,129.8887939,202.6000061,52.79999924,0.404482514,189.3049927,79.15757751,190.7733002,69.70758057,0.991800725,1.124603987,0.738949001,0.129379705,1.110504031,0.792120218,0.801260471,1.098469973,-97,276,44.25457896,951,0.046534783,863.9054871
LITU,NY030,13969,-73.98,42.19,Liriodendron,tulipifera,8.823578835,12.41580009,0.317408204,0.032451861,28.43230057,-10.68389988,39.11619949,17.99651909,-3.058374882,20.17712021,-3.355938911,1023,23.20610046,14.75199986,0.1163048,290.3518066,213.4801025,282.6151123,216.4880981,127.1633987,199.1000061,51.06470108,0.409398794,190.8571014,77.26904297,187.3247986,67.88117218,0.916818678,1.089107037,0.629576981,0.176371694,1.074625015,0.675988615,0.684121788,1.062672019,-108,286,43.76914785,932,0.046962605,740.3848877
QUPR,NY031,13970,-73.98,42.19,Quercus,prinus,8.823578835,12.41580009,0.317408204,0.032451861,28.43230057,-10.68389988,39.11619949,17.99651909,-3.058374882,20.17712021,-3.355938911,1023,23.20610046,14.75199986,0.1163048,290.3518066,213.4801025,282.6151123,216.4880981,127.1633987,199.1000061,51.06470108,0.409398794,190.8571014,77.26904297,187.3247986,67.88117218,0.916818678,1.089107037,0.629576981,0.176371694,1.074625015,0.675988615,0.684121788,1.062672019,-108,286,43.76914785,932,0.046962605,740.3848877
QUAL,NY035,13974,-73.92,43.43,Quercus,alba,6.184916973,11.92634964,0.302327812,0.033568971,25.44519997,-14.00319958,39.44839859,17.16551018,-6.102728844,17.67686081,-6.363112926,1133,25.27879906,16.59480095,0.098054923,302.6122131,243.5243073,301.6119995,247.016098,122.9999008,198.0659943,45.48270035,0.436699212,171.6452026,72.50064087,185.4447937,62.92638016,1.013396025,1.138404012,0.757893026,0.109146699,1.11400497,0.841204226,0.841204226,1.093808055,-141,256,41.19991317,857,0.048074578,831.3880005
QUVE,NY037,13977,-73.99,42.82,Quercus,velutina,8.525837898,11.7495203,0.300300986,0.03318619,28.13229942,-10.99349976,39.12580109,18.64899063,-3.874558926,20.13261986,-3.892636061,958.9993896,21.43219948,13.36629963,0.123048797,270.9960022,196.9916992,267.7846069,198.3282928,124.8784027,198.1360016,48.23929977,0.421475291,190.7142944,69.80886841,185.9096069,65.5059433,0.908016682,1.079566002,0.603820026,0.180144504,1.064622045,0.664784312,0.67294699,1.052909017,-111,283,43.26773726,967,0.044744299,691.2147827
QUAL,NY038,13978,-74.08,41.42,Quercus,alba,9.695709229,11.33285046,0.3083902,0.031238791,28.34519958,-8.403229713,36.74842834,16.70731926,-1.909620047,20.75481987,-1.941926956,1156,24.56570053,17.52249908,0.085799292,308.7189026,251.0780029,304.8464966,252.6228027,133.0319977,205.6419983,55.19729996,0.395701587,192.5348969,76.85106659,193.7521973,72.47222137,0.969634175,1.117573977,0.689324975,0.149760306,1.101657033,0.74467361,0.74924773,1.088724017,-85,285,45.02831545,1012,0.044494383,851.1535034
QUPR,NY039,13979,-74.34,42.74,Quercus,prinus,7.18708086,11.55636024,0.30208829,0.03278267,26.33230019,-11.92259979,38.25490189,16.37163925,-4.777044773,18.55067062,-5.010187149,1037,23.26919937,14.28859997,0.125314906,293.2344971,211.1992035,287.3302917,213.392395,123.7810974,197.5559998,46.50329971,0.4289487,189.1936035,73.50975037,185.3591003,63.98900986,0.972775102,1.105448961,0.720844984,0.127185494,1.084622025,0.779761612,0.786729515,1.067646027,-120,265,43.81131365,922,0.047517694,749.6697083
QUSP,NY040,13981,-74,42.9,Quercus,sp,7.659230232,11.64770985,0.2991786,0.03324604,27.11940002,-11.81289959,38.93230057,15.16998959,-4.497643948,19.23332977,-4.745785236,1034,22.81870079,14.75150013,0.107990697,285.825592,218.2127991,280.2842102,220.1528015,123.8058014,197.4600067,46.77799988,0.427885205,184.235199,73.72650146,185.2559052,64.22350311,0.956540227,1.101935029,0.662486017,0.149647906,1.086120009,0.735113204,0.742114484,1.071709991,-119,273,42.88301503,955,0.044903681,753.7157898
QUSP,NY041,13982,-74,41.65,Quercus,sp,9.512443542,11.53215981,0.312033206,0.031341869,28.2451992,-8.712900162,36.95809937,17.51844025,-2.142613888,20.57239914,-2.183382988,1114,24.11940002,16.8307991,0.089761853,302.9968872,241.6938019,297.2359924,243.2039032,131.5153046,203.9880066,54.09930038,0.399201393,193.6042023,75.58709717,192.1269073,71.24510956,0.955872715,1.104663014,0.677386999,0.154801801,1.09285605,0.730009913,0.736440778,1.081694007,-88,284,43.61340419,987,0.044187846,816.7640076
TSCA,NY042,13984,-74,43.4,Tsuga,canadensis,5.283976078,11.65876007,0.301586509,0.033186391,24.14520073,-14.51290035,38.65810013,15.04683971,-6.421590805,16.58783913,-7.057644844,1202,26.45470047,17.74799919,0.094222657,321.3996887,259.6990051,318.8819885,261.0809937,122.4132004,197.3179932,44.88729858,0.4382267,157.8860016,77.80063629,184.7196045,66.8128891,1.052963972,1.155707955,0.85966599,0.075664423,1.130772948,0.932551682,0.935237229,1.105862975,-146,243,41.18527196,843,0.048855601,883.1180115
PIST,NY043,16777,-74.7389,44.3449,Pinus,strobus,4.943521023,11.8329401,0.29259029,0.03515029,24.61940002,-15.82260036,40.44200134,15.78157043,-6.882565975,16.89476967,-8.163700104,1045,26.17329979,14.27900028,0.163567498,315.2311096,202.8448029,308.5549927,208.1038055,124.632103,207.2660065,42.68730164,0.464951396,170.0565948,83.28453064,192.657196,65.13246918,1.008453012,1.114827037,0.803530991,0.091294028,1.09265399,0.864054978,0.870014012,1.067219973,-159,248,38.71473523,831,0.046588129,736.4450073
QUSP,NY044,18201,-74.0333,42.8667,Quercus,sp,7.659230232,11.64770985,0.2991786,0.03324604,27.11940002,-11.81289959,38.93230057,15.16998959,-4.497643948,19.23332977,-4.745785236,1034,22.81870079,14.75150013,0.107990697,285.825592,218.2127991,280.2842102,220.1528015,123.8058014,197.4600067,46.77799988,0.427885205,184.235199,73.72650146,185.2559052,64.22350311,0.956540227,1.101935029,0.662486017,0.149647906,1.086120009,0.735113204,0.742114484,1.071709991,-119,273,42.88301503,955,0.044903681,753.7157898
